row_id,station_id,system_id,rule_based_station_type,rule_based_label
397,08db1aee-da18-452f-8088-744bf01b9cc8,dott-paris,free_floating,A3
398,b5498479-4342-4666-b95f-e7021f26423c,bird-bordeaux,free_floating,A3
399,angers_parking_6_zidYNR7IPII,pony_Angers,free_floating,A3
400,Herouville_19_Avenue_du_Bois,pony_Herouville,free_floating,A3
401,perpignan_parking_Station_2___18_avenue_Pablo_Cassals_zid4QL5CE5X,pony_Perpignan,free_floating,A3
402,paris_parking_WASHINGTON_zidPNE01JFZ,pony_paris,free_floating,A3
403,1378,citiz_provence,carsharing,A1
404,bordeaux_parking_Arceau_11589_zidFIOOJ06W,pony_bordeaux,free_floating,A3
405,692,citiz_gironde,carsharing,A1
406,284,citiz_angers,carsharing,A1
407,0afb4235-451c-40e7-bc8c-dd0c454bcf6c,dott-paris,free_floating,A3
408,5bce202c-6c78-445e-88db-c62900adf010,dott-bordeaux,free_floating,A3
409,7c9849a4-a182-43b9-ad09-40af5d90c56c,dott-paris,free_floating,A3
410,113,mvelo_plus_grenoble,free_floating,A3
411,18,toulouse,docked_bike,ok
412,14813797734,Paris,docked_bike,ok
413,3e9e6e47-683c-4698-8c25-dd3dc325d08f,voi_Le_Havre,free_floating,A3
414,limoges_parking_Place_d_Aine_zid6Z6X6R43,pony_Limoges,free_floating,A3
415,a5eb976f-1268-4e9d-b428-b928aedc4803,bird-vichy,free_floating,A3
416,5e7a2478-08fd-4764-a179-f18ee9b90158,dott-paris,free_floating,A3
417,lorient_parking_11063281151_zid7MOIZCNT,pony_Lorient,free_floating,A3
418,cj3rgm30nhco6k0c34dg,vilvolt_epinal,docked_bike,ok
419,35001,lyon,docked_bike,ok
420,paris_parking_MONTERA_zidCHYITTP5,pony_paris,free_floating,A3
421,745,mp_OSSAU,docked_bike,ok
422,1758,citiz_grand_est,carsharing,A1
423,343,citiz_lille_arras,carsharing,A1
424,cj5r0ob0nhco6k5fn5ig,auxrmlevelo,docked_bike,ok
425,1f17263e-1e89-4945-adcc-b9fc4744b588,dott-paris,free_floating,A3
426,41523981,Paris,docked_bike,ok
427,Bourges_parking_185,pony_Bourges,free_floating,A3
428,st_d1a2b5kdlg9eg0lhb7og,auxrmlevelo,docked_bike,ok
429,0643fa4b-abae-4400-80e5-ccae3c039a48,dott-paris,free_floating,A3
430,0f89b990-7654-4637-87d1-c9efe913022b,voi_Marseille,free_floating,A3
431,8862a173-8d64-4320-a1a6-fe5cd72194b0,dott-paris,free_floating,A3
432,390212609,Paris,docked_bike,ok
433,bordeaux_parking_Arceau_12239_zid34DZLEQ1,pony_bordeaux,free_floating,A3
434,1172,citiz_metropole_lyon,carsharing,A1
435,6011,lyon,docked_bike,ok
436,bordeaux_parking_Arceau_11935_zidK2O2LORB,pony_bordeaux,free_floating,A3
437,5a8de6bd-8067-4970-9be4-332f1933e8dc,dott-bordeaux,free_floating,A3
438,42921455-c37a-4b6b-8944-30d34fd282f4,dott-paris,free_floating,A3
439,1074339090,Paris,docked_bike,ok
440,angers_parking_10_zidZ6BJ4PEB,pony_Angers,free_floating,A3
441,538516101,nextbike_ah,docked_bike,ok
442,paris_parking_FLEURUS_zidPBSJ38U4,pony_paris,free_floating,A3
443,870ad6c3-00ed-41ac-b938-a9ea0aaf2590,dott-paris,free_floating,A3
444,stn_nrwJaMwwFsDozCnotmDuHR,ogalo,docked_bike,ok
445,e6fed684-2e26-4228-b014-82c372b4aebc,dott-paris,free_floating,A3
446,1146,citiz_metropole_lyon,carsharing,A1
447,54000561,Paris,docked_bike,ok
448,da1295a9-fab0-45a5-a1bc-69f910914590,dott-paris,free_floating,A3
449,796,citiz_alpes_loire,carsharing,A1
450,538cbfa1-5b88-4f7f-8b9a-a0dfbd2c0ac3,voi_SQY,free_floating,A3
451,bordeaux_parking_Arceau_13551_zidOLEPY9QO,pony_bordeaux,free_floating,A3
452,27415224,Paris,docked_bike,ok
453,3294f9b4-cb55-4c8e-9cd9-cf4ac21d2a3c,dott-paris,free_floating,A3
454,043,montpellier,docked_bike,ok
455,1792,citiz_grand_est,carsharing,A1
456,13,v_lille,docked_bike,ok
457,1039,citiz_alpes_loire,carsharing,A1
458,8a709303-500c-4129-8803-3c0cc62f9242,bird-sarreguemines,free_floating,A3
459,1158,citiz_metropole_lyon,carsharing,A1
460,5d7ce8f1-a941-47d5-b58b-7543719a8800,bird-millau,free_floating,A3
461,102,velo-tbm-bordeaux,docked_bike,ok
462,stn_NFyf3iRrQVGWwXbncTH959,tlpmobilites,docked_bike,ok
463,stn_9A7kPJo2KAEErpZFBWy6Yr,cyclam,docked_bike,ok
464,bordeaux_parking_Marquage_80402_zid8LFX8LDS,pony_bordeaux,free_floating,A3
465,5129ce99-61a4-4344-8ea6-e64641b9acc0,dott-paris,free_floating,A3
466,bordeaux_parking_Arceau_12929_zid57OUBYEL,pony_bordeaux,free_floating,A3
467,ce4bhqp2rcd13ifvqhng,levelo_inurba_marseille,docked_bike,ok
468,0555fa0c-18cd-4005-877b-591ea05b935a,bird-vichy,free_floating,A3
469,1507,citiz_la_rochelle,carsharing,A1
470,stn_JPYqriTdh8Rnyv2sHdzxEs,capcotentin,docked_bike,ok
471,03fb546f-7d3b-4a20-9a39-c252c4394f11,bird-bordeaux,free_floating,A3
472,366,citiz_metropole_lyon,carsharing,A1
473,stn_5hULajDnT58G6ACrSc4vjv,chantrerie,free_floating,A3
474,d0ea1a73-19fb-4034-b542-86c37f5c9724,dott-lyon,free_floating,A3
475,da347797-62b9-4bdd-b380-2ce3dca25518,dott-versailles-grand-parc,free_floating,A3
476,5ee942ce-f434-4dfd-b1d5-014b3e7a55cc,dott-paris,free_floating,A3
477,cc3131e4-b91d-4820-9e47-0e3ad91dab24,dott-paris,free_floating,A3
478,af99a743-cd52-4867-8db8-81b46547b440,dott-bordeaux,free_floating,A3
479,0a9028bf-61c2-48de-aae8-13c8c565c89c,dott-paris,free_floating,A3
480,cpbfgi40a5bcngo02tlg,velopop,docked_bike,ok
481,83,toulouse,docked_bike,ok
482,653139063,Paris,docked_bike,ok
483,perpignan_parking_BikeRack_Lidl_centre_zidKGHYIDOP,pony_Perpignan,free_floating,A3
484,197,toulouse,docked_bike,ok
485,5f537d12-8166-4c69-a3b9-92824b8024a8,bird-bordeaux,free_floating,A3
486,stn_QgVjDYKACbc4Y9VwPSDbqv,beb,docked_bike,ok
487,974,citiz_alpes_loire,carsharing,A1
488,08927d3b-4582-4af3-9398-ab43ce852f30,dott-bordeaux,free_floating,A3
489,paris_parking_DOCTEUR_BLANCHE_zidWR66VUJJ,pony_paris,free_floating,A3
490,1790,citiz_grand_est,carsharing,A1
491,30550,Paris,docked_bike,ok
492,1611,citiz_bfc,carsharing,A1
493,653190196,Paris,docked_bike,ok
494,1c151695-8a53-45e3-8471-90bfc7b3d5cd,bird-montlucon,free_floating,A3
495,201,velo-tbm-bordeaux,docked_bike,ok
496,102328355,Paris,docked_bike,ok
497,2f310b26-6247-49d8-80dd-8de8f6509da3,bird-bordeaux,free_floating,A3
498,perpignan_parking_Place_Gabriel_Peri_zid21R4RQR9,pony_Perpignan,free_floating,A3
499,e2a17563-7874-495e-8c78-c4de6e84b134,dott-paris,free_floating,A3
500,54000587,Paris,docked_bike,ok
