nom,code_commune,population,surface,surface_ha,surface_km2,density_per_km2
Challerange,08097,417.0,1104.48,1104.48,11.0448,37.755323772272924
Champigneulle,08098,53.0,770.44,770.44,7.704400000000001,6.879185919734177
Champigneul-sur-Vence,08099,125.0,450.95,450.95,4.5095,27.719259341390398
Champlin,08100,73.0,596.47,596.47,5.964700000000001,12.23867084681543
La Chapelle,08101,155.0,755.09,755.09,7.5509,20.527354355109985
Chappes,08102,80.0,967.13,967.13,9.6713,8.271897263035992
Charbogne,08103,218.0,904.81,904.81,9.0481,24.093456084702865
Chardeny,08104,55.0,498.87,498.87,4.9887,11.02491631086255
Charleville-Mézières,08105,45560.0,3165.66,3165.66,31.656599999999997,1439.194354415825
Charnois,08106,72.0,561.21,561.21,5.612100000000001,12.829422141444377
Château-Porcien,08107,1285.0,1732.74,1732.74,17.3274,74.160000923393
Chatel-Chéhéry,08109,125.0,1608.83,1608.83,16.0883,7.769621401888329
Le Châtelet-sur-Sormonne,08110,174.0,984.39,984.39,9.8439,17.675921128820896
Le Châtelet-sur-Retourne,08111,774.0,982.84,982.84,9.8284,78.75137357046926
Chaumont-Porcien,08113,462.0,3601.86,3601.86,36.0186,12.826706201795739
Chémery-Chéhéry,08115,514.0,2786.71,2786.71,27.8671,18.444689257224468
Bairon et ses environs,08116,1037.0,4508.09,4508.09,45.0809,23.003090000421466
Chesnois-Auboncourt,08117,159.0,479.17,479.17,4.7917000000000005,33.18237786171922
Cheveuges,08119,468.0,892.21,892.21,8.9221,52.454018672733994
Chevières,08120,46.0,616.15,616.15,6.1615,7.465714517568774
Chilly,08121,134.0,588.36,588.36,5.8836,22.775171663607313
Chooz,08122,825.0,1324.26,1324.26,13.2426,62.298944316070866
Chuffilly-Roche,08123,69.0,770.36,770.36,7.7036,8.956851342229607
Clavy-Warby,08124,338.0,1181.78,1181.78,11.8178,28.60092402985327
Cliron,08125,409.0,619.98,619.98,6.1998,65.96986999580632
Condé-lès-Herpy,08126,218.0,1160.27,1160.27,11.6027,18.788730209347822
Condé-lès-Autry,08128,64.0,796.58,796.58,7.965800000000001,8.034346832709835
Contreuve,08130,87.0,1105.09,1105.09,11.050899999999999,7.872661955134877
Cornay,08131,69.0,1100.8,1100.8,11.008,6.268168604651163
Corny-Machéroménil,08132,187.0,1050.24,1050.24,10.5024,17.805453991468617
Coucy,08133,536.0,642.63,642.63,6.4263,83.4072483388575
Coulommes-et-Marqueny,08134,75.0,1202.82,1202.82,12.0282,6.235346934703447
La Croix-aux-Bois,08135,168.0,587.05,587.05,5.8705,28.617664594157226
Daigny,08136,358.0,279.81,279.81,2.7981,127.94396197419678
Damouzy,08137,423.0,884.38,884.38,8.8438,47.83011827494968
Les Deux-Villes,08138,248.0,818.17,818.17,8.1817,30.31154894459587
Deville,08139,998.0,783.19,783.19,7.831900000000001,127.4275718535732
Dom-le-Mesnil,08140,1048.0,790.18,790.18,7.9018,132.6280088081197
Dommery,08141,186.0,1064.56,1064.56,10.6456,17.47200721424814
Donchery,08142,1989.0,2734.04,2734.04,27.3404,72.74948427967404
Doumely-Bégny,08143,83.0,779.57,779.57,7.7957,10.646895083186886
Doux,08144,102.0,652.0,652.0,6.52,15.644171779141105
Douzy,08145,2134.0,2017.23,2017.23,20.1723,105.78863094441388
Draize,08146,89.0,674.45,674.45,6.7445,13.195937430498924
Dricourt,08147,70.0,727.35,727.35,7.2735,9.623977452395682
L'Écaille,08148,263.0,911.34,911.34,9.1134,28.858603814163757
L'Échelle,08149,129.0,990.64,990.64,9.9064,13.021884842122265
Écly,08150,169.0,934.03,934.03,9.3403,18.093637249338887
Écordal,08151,283.0,1296.39,1296.39,12.9639,21.829850585086277
Escombres-et-le-Chesnois,08153,342.0,831.05,831.05,8.3105,41.15275855845016
Estrebay,08154,84.0,935.73,935.73,9.3573,8.976948478727838
Étalle,08155,94.0,439.45,439.45,4.3945,21.390374331550802
Éteignières,08156,465.0,1179.31,1179.31,11.793099999999999,39.42983609059535
Étrépigny,08158,268.0,419.99,419.99,4.1999,63.81104312007428
Euilly-et-Lombut,08159,119.0,1012.85,1012.85,10.1285,11.74902502838525
Évigny,08160,189.0,437.66,437.66,4.3766,43.184206918612624
Exermont,08161,32.0,1822.09,1822.09,18.2209,1.7562249943745918
Fagnon,08162,339.0,1013.48,1013.48,10.1348,33.449106050440065
Faissault,08163,255.0,601.72,601.72,6.0172,42.378514923884865
Falaise,08164,346.0,949.24,949.24,9.4924,36.450212801820406
Faux,08165,64.0,327.01,327.01,3.2701,19.571266933732915
Fépin,08166,233.0,586.88,586.88,5.8688,39.70147219193021
La Férée,08167,72.0,1103.64,1103.64,11.0364,6.5238664781994125
La Ferté-sur-Chiers,08168,173.0,657.52,657.52,6.5752,26.310986738045994
Flaignes-Havys,08169,89.0,1376.66,1376.66,13.7666,6.4649223482922435
Fleigneux,08170,223.0,1375.17,1375.17,13.751700000000001,16.2161769090367
Fléville,08171,93.0,783.43,783.43,7.8343,11.870875508979744
Fligny,08172,154.0,681.29,681.29,6.8129,22.604177369402162
Flize,08173,1683.0,2592.18,2592.18,25.921799999999998,64.92604680230541
Floing,08174,2270.0,740.32,740.32,7.403200000000001,306.62416252431376
Foisches,08175,233.0,462.69,462.69,4.6269,50.357690894551425
Fossé,08176,63.0,892.88,892.88,8.9288,7.055819371024101
Fraillicourt,08178,164.0,1439.64,1439.64,14.396400000000002,11.39173682309466
Francheval,08179,590.0,1974.0,1974.0,19.74,29.88855116514691
La Francheville,08180,1636.0,663.74,663.74,6.6374,246.4820562268358
Le Fréty,08182,61.0,719.01,719.01,7.1901,8.48388756762771
Fromelennes,08183,1037.0,720.44,720.44,7.204400000000001,143.93981455777023
Fromy,08184,87.0,369.67,369.67,3.6967000000000003,23.53450374658479
Fumay,08185,3086.0,3750.91,3750.91,37.5091,82.27336832928543
Germont,08186,51.0,488.97,488.97,4.8897,10.430087735443891
Gernelle,08187,314.0,481.76,481.76,4.8176,65.17768183327799
Gespunsart,08188,954.0,2105.91,2105.91,21.059099999999997,45.30108124278816
Girondelle,08189,153.0,1150.82,1150.82,11.508199999999999,13.294868007160114
Givet,08190,6364.0,1837.88,1837.88,18.378800000000002,346.2685267808562
Givonne,08191,1055.0,1400.6,1400.6,14.005999999999998,75.32486077395403
Givron,08192,95.0,719.18,719.18,7.1918,13.209488584220919
Givry,08193,266.0,1188.62,1188.62,11.886199999999999,22.378893170231027
Glaire,08194,846.0,652.79,652.79,6.5279,129.597573492241
Gomont,08195,317.0,718.03,718.03,7.1803,44.14857317939362
Grandchamp,08196,88.0,732.92,732.92,7.329199999999999,12.006767450744967
Grandham,08197,36.0,607.94,607.94,6.079400000000001,5.921637003651676
Grandpré,08198,503.0,4232.05,4232.05,42.3205,11.885492846256541
La Grandville,08199,753.0,997.74,997.74,9.9774,75.47056347345
Grivy-Loisy,08200,181.0,1158.0,1158.0,11.58,15.630397236614852
Gruyères,08201,102.0,542.15,542.15,5.4215,18.813981370469428
Gué-d'Hossus,08202,504.0,522.52,522.52,5.2252,96.45563806170098
Guignicourt-sur-Vence,08203,272.0,951.28,951.28,9.5128,28.593053569926834
Guincourt,08204,70.0,533.46,533.46,5.3346,13.121883552656245
Hagnicourt,08205,67.0,568.77,568.77,5.6876999999999995,11.779805545299507
Ham-les-Moines,08206,356.0,310.98,310.98,3.1098000000000003,114.47681522927518
Ham-sur-Meuse,08207,226.0,612.64,612.64,6.1264,36.88952729172107
Hannappes,08208,136.0,843.39,843.39,8.4339,16.125398688625665
Hannogne-Saint-Martin,08209,445.0,471.11,471.11,4.7111,94.45776994757063
Hannogne-Saint-Rémy,08210,110.0,1809.07,1809.07,18.0907,6.080472286865628
Haraucourt,08211,699.0,1163.72,1163.72,11.6372,60.06599525659093
Harcy,08212,515.0,1914.73,1914.73,19.1473,26.896742621675116
Hargnies,08214,435.0,4271.36,4271.36,42.7136,10.184109979023075
Harricourt,08215,46.0,796.32,796.32,7.9632000000000005,5.7765722322684345
Haudrecy,08216,334.0,331.67,331.67,3.3167,100.70250550245726
Haulmé,08217,88.0,364.01,364.01,3.6401,24.17516002307629
Les Hautes-Rivières,08218,1239.0,3117.08,3117.08,31.1708,39.74873920464024
Hauteville,08219,119.0,556.73,556.73,5.5673,21.374813643956674
Hauviné,08220,311.0,1460.0,1460.0,14.6,21.3013698630137
Haybes,08222,1794.0,2820.25,2820.25,28.2025,63.611381969683535
Herbeuval,08223,124.0,733.03,733.03,7.330299999999999,16.91608801822572
Herpy-l'Arlésienne,08225,208.0,1062.27,1062.27,10.6227,19.58070923588165
Hierges,08226,154.0,409.39,409.39,4.0939,37.61694227997753
La Horgne,08228,154.0,532.49,532.49,5.3249,28.920730905744705
Houdilcourt,08229,150.0,1126.63,1126.63,11.266300000000001,13.31404276470536
Houldizy,08230,394.0,460.62,460.62,4.6062,85.53688506795189
Illy,08232,413.0,1556.69,1556.69,15.5669,26.530651574815796
Imécourt,08233,42.0,852.94,852.94,8.5294,4.924144722958238
Inaumont,08234,138.0,472.17,472.17,4.7217,29.226761547747632
Issancourt-et-Rumel,08235,406.0,546.58,546.58,5.465800000000001,74.28006879139375
Jandun,08236,293.0,1262.38,1262.38,12.623800000000001,23.21012690315119
Joigny-sur-Meuse,08237,627.0,388.93,388.93,3.8893,161.2115290669272
Jonval,08238,88.0,251.61,251.61,2.5161000000000002,34.974762529311235
Juniville,08239,1224.0,2608.69,2608.69,26.0869,46.92010166022026
Justine-Herbigny,08240,161.0,1185.73,1185.73,11.8573,13.578133301847807
Laifour,08242,399.0,317.23,317.23,3.1723000000000003,125.77625066986097
Lalobbe,08243,166.0,983.71,983.71,9.8371,16.874891990525665
Lametz,08244,76.0,926.2,926.2,9.262,8.205571150939322
Lançon,08245,30.0,822.29,822.29,8.2229,3.64834790645636
Landres-et-Saint-Georges,08246,72.0,2046.69,2046.69,20.4669,3.5178752033771605
Landrichamps,08247,126.0,475.25,475.25,4.7525,26.512361914781692
Launois-sur-Vence,08248,659.0,1370.16,1370.16,13.701600000000001,48.09657266304665
Laval-Morency,08249,231.0,435.48,435.48,4.3548,53.04491595480849
Leffincourt,08250,190.0,1783.33,1783.33,17.833299999999998,10.654225521916866
Lépron-les-Vallées,08251,61.0,656.15,656.15,6.5615,9.296654728339558
Létanne,08252,107.0,753.48,753.48,7.534800000000001,14.200775070340287
Liart,08254,585.0,1348.58,1348.58,13.4858,43.378961574396776
Linay,08255,220.0,734.85,734.85,7.3485000000000005,29.93808260189154
Liry,08256,92.0,1275.2,1275.2,12.752,7.214554579673776
Logny-Bogny,08257,152.0,1070.33,1070.33,10.703299999999999,14.20122765875945
Longwé,08259,64.0,1080.12,1080.12,10.8012,5.925267562863386
Lonny,08260,621.0,467.74,467.74,4.6774000000000004,132.76606661820668
Lucquy,08262,584.0,507.65,507.65,5.076499999999999,115.03988968777702
Lumes,08263,1099.0,611.43,611.43,6.114299999999999,179.7425706949283
Machault,08264,482.0,1668.3,1668.3,16.683,28.891686147575378
Maisoncelle-et-Villers,08268,69.0,1118.81,1118.81,11.188099999999999,6.167267006909127
Malandry,08269,80.0,672.46,672.46,6.724600000000001,11.896618386223714
Manre,08271,108.0,1848.99,1848.99,18.4899,5.841026722697257
Maranwez,08272,55.0,307.92,307.92,3.0792,17.861782281111978
Marby,08273,72.0,739.72,739.72,7.397200000000001,9.733412642621532
Marcq,08274,87.0,1057.86,1057.86,10.5786,8.224150643752482
Margny,08275,210.0,670.48,670.48,6.7048000000000005,31.320844767927454
Margut,08276,700.0,749.44,749.44,7.494400000000001,93.40307429547394
Marlemont,08277,126.0,1003.7,1003.7,10.037,12.553551858124937
Marquigny,08278,71.0,668.89,668.89,6.6889,10.61460030797291
Mars-sous-Bourcq,08279,61.0,475.21,475.21,4.7520999999999995,12.836430209801984
Marvaux-Vieux,08280,69.0,1155.26,1155.26,11.5526,5.972681474300158
Matton-et-Clémency,08281,424.0,1827.03,1827.03,18.2703,23.20706282874392
Maubert-Fontaine,08282,1023.0,1020.36,1020.36,10.2036,100.25873221216041
Mazerny,08283,119.0,1256.92,1256.92,12.5692,9.467587435954556
Les Mazures,08284,846.0,3627.66,3627.66,36.2766,23.32081837878963
Ménil-Annelles,08286,95.0,920.91,920.91,9.2091,10.3158832024845
Ménil-Lépinois,08287,148.0,1789.92,1789.92,17.8992,8.268525967641011
Mesmont,08288,91.0,1139.81,1139.81,11.3981,7.9837867714794575
Messincourt,08289,580.0,815.47,815.47,8.1547,71.12462751542056
Mogues,08291,228.0,818.98,818.98,8.1898,27.839507680285234
Moiry,08293,133.0,390.81,390.81,3.9081,34.031882500447786
Mondigny,08295,185.0,584.19,584.19,5.841900000000001,31.667779318372443
Montcheutin,08296,110.0,962.98,962.98,9.6298,11.42287482606077
Montcornet,08297,300.0,1147.11,1147.11,11.4711,26.15267934199859
Montcy-Notre-Dame,08298,1535.0,608.91,608.91,6.089099999999999,252.08979980621112
Montgon,08301,72.0,819.25,819.25,8.1925,8.788526090936832
Monthermé,08302,2138.0,3250.06,3250.06,32.5006,65.78340092182914
Monthois,08303,390.0,1207.76,1207.76,12.0776,32.2911836788766
Montigny-sur-Meuse,08304,76.0,803.38,803.38,8.0338,9.46003136747243
Montigny-sur-Vence,08305,211.0,826.06,826.06,8.2606,25.542938769580903
Mont-Laurent,08306,51.0,685.67,685.67,6.8567,7.437980369565534
Montmeillant,08307,78.0,700.0,700.0,7.0,11.142857142857142
Mont-Saint-Martin,08308,88.0,1405.4,1405.4,14.054,6.2615625444713245
Mont-Saint-Remy,08309,51.0,759.36,759.36,7.5936,6.716182048040455
Mouron,08310,78.0,639.36,639.36,6.3936,12.1996996996997
Mouzon,08311,2229.0,4203.23,4203.23,42.03229999999999,53.0306454797858
Murtin-et-Bogny,08312,168.0,701.86,701.86,7.0186,23.93639757216539
Nanteuil-sur-Aisne,08313,150.0,798.25,798.25,7.9825,18.791105543376137
Neuflize,08314,855.0,1368.97,1368.97,13.6897,62.455714880530614
Neufmaison,08315,65.0,703.95,703.95,7.0395,9.233610341643582
Neufmanil,08316,985.0,1016.0,1016.0,10.16,96.94881889763779
La Neuville-à-Maire,08317,116.0,729.69,729.69,7.296900000000001,15.897161808439199
La Neuville-aux-Joûtes,08318,354.0,1315.7,1315.7,13.157,26.905829596412556
Neuville-lez-Beaulieu,08319,320.0,3601.13,3601.13,36.0113,8.886099640946037
La Neuville-en-Tourne-à-Fuy,08320,533.0,2736.65,2736.65,27.366500000000002,19.476367091151587
Neuville-Day,08321,168.0,767.88,767.88,7.6788,21.878418502891076
Neuville-lès-This,08322,321.0,774.28,774.28,7.7428,41.457870537789944
La Neuville-lès-Wasigny,08323,162.0,526.06,526.06,5.260599999999999,30.794966353647876
Neuvizy,08324,124.0,854.93,854.93,8.549299999999999,14.504111447720868
Noirval,08325,28.0,492.14,492.14,4.9214,5.689437964806762
Nouart,08326,114.0,1778.51,1778.51,17.7851,6.40985993893765
Nouvion-sur-Meuse,08327,2249.0,905.05,905.05,9.0505,248.4945583116955
Nouzonville,08328,5523.0,1098.29,1098.29,10.982899999999999,502.87264747926326
Novion-Porcien,08329,526.0,1724.43,1724.43,17.2443,30.502832820120272
Novy-Chevrières,08330,715.0,1727.23,1727.23,17.2723,41.39576084250505
Noyers-Pont-Maugis,08331,673.0,921.7,921.7,9.217,73.0172507323424
Oches,08332,33.0,677.3,677.3,6.773,4.872287021999115
Olizy-Primat,08333,223.0,2141.18,2141.18,21.4118,10.41481799755275
Omicourt,08334,42.0,739.23,739.23,7.3923000000000005,5.681587597905929
Omont,08335,68.0,1776.84,1776.84,17.7684,3.827018752391887
Osnes,08336,228.0,584.18,584.18,5.841799999999999,39.02906638364888
Pauvres,08338,194.0,1259.34,1259.34,12.593399999999999,15.404894627344483
Perthes,08339,303.0,2362.06,2362.06,23.6206,12.827785915683767
Poilcourt-Sydney,08340,176.0,789.31,789.31,7.8931,22.297956442969177
Poix-Terron,08341,883.0,1428.3,1428.3,14.283,61.82174613176504
Pouru-aux-Bois,08342,234.0,896.32,896.32,8.9632,26.106747590146377
Pouru-Saint-Remy,08343,1106.0,1033.66,1033.66,10.3366,106.99843275351662
Prez,08344,133.0,1227.53,1227.53,12.2753,10.834765749105928
Prix-lès-Mézières,08346,1396.0,505.04,505.04,5.0504,276.41374940598763
Puilly-et-Charbeaux,08347,219.0,1832.51,1832.51,18.3251,11.950821550769165
Puiseux,08348,108.0,345.92,345.92,3.4592,31.221091581868638
Pure,08349,570.0,650.22,650.22,6.5022,87.66263726123465
Quatre-Champs,08350,241.0,1154.45,1154.45,11.544500000000001,20.87574169517952
Quilly,08351,64.0,558.39,558.39,5.5839,11.461523308082166
Raillicourt,08352,229.0,686.7,686.7,6.867000000000001,33.34789573321683
Rancennes,08353,709.0,660.2,660.2,6.602,107.39169948500454
Raucourt-et-Flaba,08354,813.0,2179.55,2179.55,21.7955,37.30127778669909
Regniowez,08355,369.0,1832.67,1832.67,18.326700000000002,20.13455777635908
Remaucourt,08356,169.0,1081.38,1081.38,10.8138,15.628178808559433
Remilly-Aillicourt,08357,754.0,1332.64,1332.64,13.326400000000001,56.57942129907551
Remilly-les-Pothées,08358,264.0,992.52,992.52,9.9252,26.59896022246403
Renneville,08360,187.0,991.19,991.19,9.911900000000001,18.86621132174457
Renwez,08361,1656.0,1623.61,1623.61,16.2361,101.994937207827
Rethel,08362,7444.0,1862.8,1862.8,18.628,399.6134850762293
Revin,08363,5716.0,3863.14,3863.14,38.6314,147.96253824608996
Rilly-sur-Aisne,08364,121.0,343.1,343.1,3.431,35.26668609734771
Rimogne,08365,1317.0,378.8,378.8,3.7880000000000003,347.6768743400211
Rocquigny,08366,647.0,3674.29,3674.29,36.7429,17.608844157646786
Rocroi,08367,2270.0,5036.45,5036.45,50.3645,45.07142928054483
Roizy,08368,226.0,1103.75,1103.75,11.0375,20.475651189127973
La Romagne,08369,130.0,1003.21,1003.21,10.0321,12.958403524685759
Rouvroy-sur-Audry,08370,503.0,916.46,916.46,9.1646,54.88510136830849
Rubigny,08372,55.0,506.73,506.73,5.0673,10.853906419592287
Rumigny,08373,263.0,1741.85,1741.85,17.418499999999998,15.098889112150875
La Sabotterie,08374,130.0,363.27,363.27,3.6327,35.786054449858234
Sachy,08375,175.0,579.47,579.47,5.794700000000001,30.20001035428926
Sailly,08376,249.0,1297.91,1297.91,12.9791,19.18468923114854
Saint-Aignan,08377,152.0,771.58,771.58,7.715800000000001,19.699836698722102
Saint-Clément-à-Arnes,08378,112.0,1018.51,1018.51,10.1851,10.99645560671962
Saint-Étienne-à-Arnes,08379,245.0,2977.25,2977.25,29.7725,8.229070450919473
Saint-Fergeux,08380,213.0,2550.54,2550.54,25.505399999999998,8.351172692841516
Saint-Germainmont,08381,806.0,1572.87,1572.87,15.728699999999998,51.24390445491363
Saint-Jean-aux-Bois,08382,91.0,879.55,879.55,8.795499999999999,10.346199761241545
Saint-Juvin,08383,100.0,932.11,932.11,9.3211,10.728347512632629
Saint-Lambert-et-Mont-de-Jeux,08384,123.0,1077.88,1077.88,10.7788,11.41128882621442
Saint-Laurent,08385,1050.0,429.96,429.96,4.2996,244.20876360591683
Saint-Loup-en-Champagne,08386,345.0,1576.36,1576.36,15.763599999999999,21.88586363521023
Saint-Loup-Terrier,08387,175.0,1526.26,1526.26,15.262599999999999,11.465936341121434
Saint-Marceau,08388,357.0,481.39,481.39,4.8139,74.16024429256943
Saint-Marcel,08389,325.0,1092.62,1092.62,10.9262,29.74501656568615
Sainte-Marie,08390,75.0,553.68,553.68,5.5367999999999995,13.545730385782402
Saint-Menges,08391,922.0,1178.7,1178.7,11.787,78.2217697463307
Saint-Morel,08392,176.0,1198.17,1198.17,11.9817,14.689067494595925
Saint-Pierre-à-Arnes,08393,65.0,843.45,843.45,8.4345,7.706443772600628
Saint-Pierremont,08394,70.0,1991.37,1991.37,19.9137,3.5151679497029686
Saint-Pierre-sur-Vence,08395,152.0,465.81,465.81,4.6581,32.631330370752025
Saint-Quentin-le-Petit,08396,126.0,895.18,895.18,8.951799999999999,14.075381487522066
Saint-Remy-le-Petit,08397,56.0,745.53,745.53,7.455299999999999,7.511434818183038
Sainte-Vaubourg,08398,79.0,689.47,689.47,6.8947,11.458076493538515
Sapogne-sur-Marche,08399,154.0,547.84,547.84,5.478400000000001,28.11039719626168
Sapogne-et-Feuchères,08400,514.0,1069.56,1069.56,10.695599999999999,48.05714499420323
Saulces-Champenoises,08401,219.0,2268.79,2268.79,22.6879,9.652722376244606
Saulces-Monclin,08402,837.0,2021.04,2021.04,20.2104,41.41432133950837
Sault-lès-Rethel,08403,1900.0,653.34,653.34,6.5334,290.81335904735664
Sault-Saint-Remy,08404,207.0,969.45,969.45,9.6945,21.352313167259787
Sauville,08405,243.0,1508.54,1508.54,15.0854,16.108290134832355
Savigny-sur-Aisne,08406,334.0,1032.32,1032.32,10.3232,32.35430874147551
Séchault,08407,59.0,1094.82,1094.82,10.9482,5.38901371915018
Sécheval,08408,517.0,1381.88,1381.88,13.818800000000001,37.41279995368628
Sedan,08409,16667.0,1627.55,1627.55,16.2755,1024.0545605357745
Semide,08410,174.0,3691.65,3691.65,36.9165,4.713339563609768
Semuy,08411,87.0,395.06,395.06,3.9506,22.021971346124637
Senuc,08412,153.0,1353.91,1353.91,13.539100000000001,11.300603437451528
Seraincourt,08413,254.0,1628.61,1628.61,16.286099999999998,15.596121846236978
Sery,08415,315.0,1832.63,1832.63,18.3263,17.188412281802655
Seuil,08416,185.0,1175.86,1175.86,11.7586,15.733165512901197
Sévigny-la-Forêt,08417,270.0,2620.91,2620.91,26.2091,10.30176541735504
Sévigny-Waleppe,08418,218.0,2422.29,2422.29,24.2229,8.999748172184173
Signy-l'Abbaye,08419,1344.0,6202.3,6202.3,62.023,21.66938071360624
Signy-le-Petit,08420,1213.0,3870.97,3870.97,38.7097,31.335815054107886
Signy-Montlibert,08421,93.0,620.32,620.32,6.203200000000001,14.992262058292493
Singly,08422,139.0,993.16,993.16,9.9316,13.995730798662855
Sommauthe,08424,132.0,985.59,985.59,9.8559,13.3929930295559
Sommerance,08425,50.0,513.68,513.68,5.136799999999999,9.733686341691326
Son,08426,89.0,908.2,908.2,9.082,9.799603611539307
Sorbon,08427,222.0,1450.08,1450.08,14.5008,15.30950016550811
Sorcy-Bauthémont,08428,146.0,1113.11,1113.11,11.131099999999998,13.116403589941697
Sormonne,08429,529.0,475.92,475.92,4.7592,111.15313498066902
Stonne,08430,40.0,732.13,732.13,7.3213,5.463510578722358
Sugny,08431,92.0,607.12,607.12,6.0712,15.153511661615497
Sury,08432,94.0,335.06,335.06,3.3506,28.05467677430908
Suzanne,08433,54.0,640.2,640.2,6.402,8.434864104967197
Sy,08434,58.0,795.11,795.11,7.9511,7.294588170190288
Tagnon,08435,901.0,2396.47,2396.47,23.964699999999997,37.596965536810394
Taillette,08436,407.0,1518.49,1518.49,15.1849,26.802942396723058
Tailly,08437,182.0,3925.99,3925.99,39.259899999999995,4.635773397283233
Taizy,08438,99.0,911.19,911.19,9.1119,10.864912916076777
Tannay-le-Mont-Dieu,08439,163.0,3266.01,3266.01,32.6601,4.990799170853733
Tarzy,08440,126.0,1025.27,1025.27,10.252699999999999,12.289445706984504
Tétaigne,08444,134.0,580.53,580.53,5.8053,23.08235577834048
Thelonne,08445,405.0,382.9,382.9,3.8289999999999997,105.77174196918256
Thénorgues,08446,85.0,928.48,928.48,9.2848,9.154747544373599
Thilay,08448,958.0,3607.6,3607.6,36.076,26.555050449052
Thin-le-Moutier,08449,702.0,3960.39,3960.39,39.603899999999996,17.725527031428726
This,08450,224.0,444.54,444.54,4.4454,50.38916632923921
Le Thour,08451,357.0,1663.03,1663.03,16.6303,21.46684064629021
Thugny-Trugny,08452,243.0,1339.22,1339.22,13.3922,18.14489030928451
Toges,08453,90.0,349.25,349.25,3.4925,25.769506084466713
Touligny,08454,83.0,726.39,726.39,7.2639,11.426368755076474
Tourcelles-Chaumont,08455,84.0,486.3,486.3,4.863,17.273288093769278
Tournavaux,08456,234.0,164.58,164.58,1.6458000000000002,142.18009478672985
Tournes,08457,1055.0,820.77,820.77,8.207699999999999,128.53783642189651
Tourteron,08458,177.0,889.57,889.57,8.8957,19.8972537293299
Tremblois-lès-Carignan,08459,132.0,435.89,435.89,4.3589,30.282869531303767
Tremblois-lès-Rocroi,08460,158.0,168.68,168.68,1.6868,93.66848470476641
Vandy,08461,204.0,1118.3,1118.3,11.183,18.241974425467227
Vaux-Champagne,08462,148.0,1081.98,1081.98,10.8198,13.67862622229616
Vaux-en-Dieulet,08463,53.0,1094.92,1094.92,10.949200000000001,4.840536294889124
Vaux-lès-Mouron,08464,77.0,223.01,223.01,2.2300999999999997,34.527599659208114
Vaux-lès-Rubigny,08465,45.0,394.29,394.29,3.9429000000000003,11.41291942478886
Vaux-lès-Mouzon,08466,74.0,757.62,757.62,7.5762,9.767429582112404
Vaux-Montreuil,08467,110.0,835.53,835.53,8.3553,13.165296279008533
Vaux-Villaine,08468,186.0,999.28,999.28,9.992799999999999,18.613401649187416
Vendresse,08469,486.0,4332.6,4332.6,43.326,11.217282924802658
Verpel,08470,62.0,1528.2,1528.2,15.282,4.057060594163068
Verrières,08471,33.0,635.87,635.87,6.3587,5.1897400412033905
Viel-Saint-Remy,08472,302.0,2256.22,2256.22,22.562199999999997,13.385219526464619
Vieux-lès-Asfeld,08473,294.0,666.47,666.47,6.6647,44.113013338934984
Villers-devant-le-Thour,08476,414.0,1647.84,1647.84,16.4784,25.12379842703175
Villers-devant-Mouzon,08477,102.0,445.73,445.73,4.4573,22.88380858367173
Villers-le-Tilleul,08478,240.0,862.94,862.94,8.6294,27.81189885739449
Villers-le-Tourneur,08479,217.0,785.09,785.09,7.8509,27.640143168299176
Villers-Semeuse,08480,3615.0,693.07,693.07,6.930700000000001,521.5923355505215
Villers-sur-Bar,08481,234.0,542.81,542.81,5.4281,43.10900683480408
Villers-sur-le-Mont,08482,101.0,529.2,529.2,5.292000000000001,19.085411942554796
Ville-sur-Lumes,08483,530.0,311.55,311.55,3.1155,170.11715615471033
Ville-sur-Retourne,08484,73.0,959.27,959.27,9.5927,7.609953402066154
Villy,08485,191.0,776.66,776.66,7.7665999999999995,24.592485772410065
Vireux-Molhain,08486,1504.0,836.5,836.5,8.365,179.7967722653915
Vireux-Wallerand,08487,1803.0,2112.9,2112.9,21.129,85.33295470680108
Vivier-au-Court,08488,2732.0,936.31,936.31,9.3631,291.78370411509013
Voncq,08489,210.0,1981.06,1981.06,19.8106,10.60038565212563
Vouziers,08490,3825.0,4257.14,4257.14,42.571400000000004,89.84905358996885
Vrigne aux Bois,08491,3518.0,2264.45,2264.45,22.644499999999997,155.3578131555124
Vrigne-Meuse,08492,331.0,442.87,442.87,4.4287,74.73976561970781
Wadelincourt,08494,447.0,423.69,423.69,4.2369,105.50166395241803
Wagnon,08496,106.0,1525.47,1525.47,15.2547,6.948678112319482
Warcq,08497,1282.0,921.49,921.49,9.2149,139.12250811186232
Warnécourt,08498,383.0,530.66,530.66,5.3065999999999995,72.17427354615009
Wasigny,08499,262.0,993.99,993.99,9.9399,26.358414068551998
Wignicourt,08500,57.0,446.89,446.89,4.4689,12.754816621539977
Williers,08501,39.0,230.92,230.92,2.3091999999999997,16.888965875627925
Yoncq,08502,80.0,1563.93,1563.93,15.6393,5.115318460544909
Yvernaumont,08503,118.0,279.19,279.19,2.7919,42.26512410902969
Aigues-Juntes,09001,59.0,764.43,764.43,7.644299999999999,7.7181690933113565
Aigues-Vives,09002,625.0,522.61,522.61,5.2261,119.59204760720232
L'Aiguillon,09003,372.0,643.29,643.29,6.4329,57.82772932891853
Albiès,09004,123.0,775.65,775.65,7.7565,15.857667762521755
